TeE TrE Tr2 Te2 TekODC TrkTe TekA Pass_BBB_treg Pass_BBB_teff cA CIL10 Cinf NKkillsTeff_out NK_prod_IFNg NK_prod_IL10 IL17_BBB IL10_BBB Remyelinization_l_le2 IL10Consuption_in IL17Consuption_in INFgConsuption_in
0.015 4e-04 0.006 0.04 6e-04 0.02 6e-04 0.45 0.005 30 10 20 0.01 0.03 0.045 0.0115 0.0765 0.01 0.09 0.03 0.05
