TeE TrE Tr2 Te2 TekODC TrkTe TekA Pass_BBB_treg Pass_BBB_teff cA CIL10 Cinf NKkillsTeff_out NK_prod_IFNg NK_prod_IL10 IL17_BBB IL10_BBB Remyelinization_l_le2 IL10Consuption_in IL17Consuption_in INFgConsuption_in
0.01 0.002 0.02 0.03 0.00018 0.006 0.00012 0.02075578 0.004 10 35.94605 15 0.00018 0.02444603 0.01606082 0.01 0.06 0.006628051 0.46 0.03 0.24
