optim_v.1 optim_v.2 optim_v.3 optim_v.4 optim_v.5 optim_v.6 optim_v.7 optim_v.8 optim_v.9 optim_v.10 optim_v.11 optim_v.12 optim_v.13 optim_v.14 optim_v.15 optim_v.16 optim_v.17 optim_v.18 optim_v.19 optim_v.20 optim_v.21
0.007317153 0.0038 0.038 0.009527882 1.8e-05 0.0097976 1.390138e-05 0.002761619 0.006439838 1.384632 61.42032 22.2026 0.000342 0.009707335 0.01090719 0.001 0.1139083 0.00929942 0.3126031 0.05485892 0.136321
