TeE TrE Tr2 Te2 TekODC TrkTe TekA Pass_BBB_treg Pass_BBB_teff cA CIL10 Cinf NKkillsTeff_out NK_prod_IFNg NK_prod_IL10 IL17_BBB IL10_BBB Remyelinization_l_le2 IL10Consuption_in IL17Consuption_in INFgConsuption_in
0.0438503380166367 0.00132994189858437 0.00626895250054076 0.0161496171727777 0.0770728944800794 0.0880218552192673 0.00134536870755255 0.1 0.1 31.0167005553376 30.0990209914744 44.5010799542069 0.451163337100297 0.0269512545453805 0.0368571703580935 0.0374033623607829 0.0510093965567648 0.0154152780305594 0.564051856985316 0.82843357976526 0.617301480658352
